date,en,fr,sr,ja,it,da,tr,no,sv,nl,de,ca,ko,fi
2020-11-22,274332315,30863305,1405075,38602561,22214217,927904,4345879,1157693,3314674,5912426,35028492,647928,2637152,2098347
2020-11-23,268871342,27586304,1092335,38708528,20329899,933133,4375902,1090061,3184250,5188081,32578393,650382,2560668,2054261
2020-11-24,259645773,26479581,1054893,34773250,19619416,914646,4273349,1063973,3208664,5187275,32412494,663350,2551468,1990944
2020-11-25,256266682,27544265,1039167,35235528,20481669,906734,4611811,1121805,3091961,5181471,30903095,645719,2489608,2004698
2020-11-26,253636008,26145277,1019362,33097556,20641151,850526,4460492,1050993,3225700,5123799,29690781,638424,2510666,1955477
2020-11-27,249085560,24969711,947918,34035260,18883013,839589,4348273,1075058,3135062,4769463,28566320,563560,2424930,1910820
2020-11-28,258276089,26049354,975061,35229682,19973169,838042,4840751,1279993,3292505,4939458,29459799,530121,2369510,2010622
2020-11-29,273169428,30036070,1121708,36220056,22304767,814685,4552182,1087776,3140401,5561238,33466441,578185,2582472,2020836
2020-11-30,263723898,26475085,1150772,32722652,19962866,854684,4421695,1068965,3135221,5087022,30796622,632183,2694801,2084713
2020-12-01,253291221,25120179,1164140,31756177,18971722,875023,4344698,1068474,3031344,4833674,30072311,576174,2567653,1941402
2020-12-02,250836161,25127923,1191483,33850949,19342708,855087,4451440,1047551,3001622,4881729,30097511,541602,2465717,1911893
2020-12-03,251154259,26777687,1239749,31617574,18635452,856768,4410577,1075106,3091574,4717846,29345878,531011,2424726,1972498
2020-12-04,243033802,23425340,1256680,31486064,17769095,842210,4364489,1173634,3349941,4473109,29327730,480487,2448185,1995870
2020-12-05,246548823,25241067,1091675,34370235,19272094,850105,5471662,1396464,3388661,4770179,29732140,439146,2505509,2144424
2020-12-06,261619928,27938492,1319783,35030286,21269410,894259,5343187,1206524,3360986,5317803,34247459,506316,2749746,2826101
2020-12-07,260222204,25789455,1501944,33142353,19343915,866069,4686582,1220585,3288673,4943616,30999401,476369,2746613,2178396
2020-12-08,252874042,25291369,1457760,33255475,21177778,887330,4626318,1141142,3182800,4772079,30605134,559199,2820662,2139710
2020-12-09,247515403,24912979,1466832,34012712,19160077,873039,4662384,1081866,3089981,4752826,29208680,579017,2856509,2018580
2020-12-10,246327856,24414476,1414742,32668848,20771994,882486,4741538,1109310,3143651,4655221,28952828,594554,2888683,2075249
2020-12-11,246473984,23951402,1281998,32813347,19097358,898771,4577589,1146184,3277738,4715609,28048910,531881,2976795,2015569
2020-12-12,245138074,26060220,1081366,33780920,19977968,912372,6391712,1425438,3336429,4963898,29448662,475412,3103110,2036426
2020-12-13,263412748,28087652,1264031,35238033,20131681,949599,6217580,1183770,3298539,5388266,32344293,554255,2902374,2274781
2020-12-14,260028431,26187258,1277987,33653742,19123500,943582,5248041,1133623,3031377,4370888,29487022,574758,2885060,2078981
2020-12-15,246310071,24551866,1243524,31041652,18257984,960215,4481795,1076138,2988781,4431458,28699112,577754,2847641,2033803
2020-12-16,243048626,24284421,1132101,31147401,17906455,902702,4553238,987583,2928668,4488061,29228594,542720,2878210,1973099
2020-12-17,240670273,23212953,1056327,30392875,17641164,884591,4524038,977403,2941458,4494598,29888714,536243,2782860,1896374
2020-12-18,233819357,22730172,924418,31186239,16649636,879499,4408826,1016042,2913389,4393608,29845207,482765,2626673,1960058
2020-12-19,234620916,23820764,935749,33526969,16946979,993784,6796502,1006944,3144902,5049409,29396784,425887,2603001,1938715
2020-12-20,249631461,25030282,1023175,34478686,18983015,936328,6305930,1073482,3104861,5187515,33988021,462198,2662963,1940022
2020-12-21,242881360,23201611,894659,32888841,17769464,820146,5363703,932343,2749118,4767769,29967771,434114,2684699,1851864
2020-12-22,235782091,23329685,887065,31373894,16538896,779134,4645170,869826,2604955,4484754,29476790,407999,2637839,1709016
2020-12-23,229668676,22522275,855764,31224709,14771322,766237,4763354,1028127,2714923,4569021,28169503,396191,2609906,1679843
2020-12-24,226468640,20214980,875789,30435630,16114696,787934,4689073,983265,2924132,4595320,26020967,357633,2429249,1996764
2020-12-25,231337072,22461352,924831,31876952,18393945,873089,4492965,1192374,3562864,5214184,34610300,391659,2465265,2422149
2020-12-26,253074317,24591984,952792,31799608,23083337,1013413,5497525,1224598,3672180,5574355,36626545,463438,2608211,2361525
2020-12-27,269342217,26515204,1023862,34792624,23655301,970660,5491268,1210734,3658362,6134284,38317737,488236,2774527,2304782
2020-12-28,262443381,25504811,877744,34194611,20586332,908004,4798344,1084288,3267687,5244320,35339418,466780,2683432,2010197
2020-12-29,255777479,25401917,895970,35463487,20164140,896373,4620833,1072128,3297495,5298031,34815984,465486,2770469,2020524
2020-12-30,250463902,24352451,814375,36117474,19301541,938795,4531135,1130115,3276439,5195735,33390721,454606,2713829,1966122
2020-12-31,238283143,23678544,739287,40709674,17263602,903511,4090385,1047700,3089262,5050665,32582923,356579,2508137,2005061
2021-01-01,258255840,25668344,928499,35523841,23071924,1025354,5110724,1151461,3667306,5863730,38357612,461152,2464183,2374657
2021-01-02,275379037,26810586,1054902,38320211,25953823,1117749,5697988,1150756,3876137,5980463,37775348,515832,2568031,2242797
2021-01-03,284095778,29169937,1098695,39651789,26206287,1009983,5782560,1094938,3568024,6077996,39489069,563924,2651044,2218299
2021-01-04,267263733,27669314,985678,36629118,21872020,927592,4998578,1011880,3222146,5542121,35308872,508201,2641819,2081839
2021-01-05,260189644,27221026,942329,35325031,23486319,923558,4978940,1075643,3306402,5456430,34095724,473029,2650381,2105286
2021-01-06,258889037,26340639,996226,34887267,23632529,929633,5072179,1092497,3524898,5298991,34678575,477238,2546027,2109115
2021-01-07,256490066,25740161,1178017,33974566,20333894,990174,4964017,1134951,3052970,5384032,33227997,552225,2508252,2061810
2021-01-08,258791091,25466245,1087718,34219082,19919651,1003406,4805359,1284097,3460695,5460690,34508790,564226,2512636,2308471
2021-01-09,266265511,25801766,1117800,37287879,22030045,986156,6148765,1146884,3577478,5373690,35372748,588165,2522130,2106926
2021-01-10,281355981,29121567,1139126,39479891,23943896,1013313,5881677,1127581,3430821,5796843,37323540,647217,2640208,2195481
2021-01-11,272312592,27216902,956508,39890856,20975983,1006845,5160593,1161193,3141746,5562022,37090739,659950,2583166,2115683
2021-01-12,265083943,26276647,973786,35473312,20339985,936138,5007518,1132881,3120925,5226954,35684311,662919,2506862,2146621
2021-01-13,263604090,26654830,975259,35619425,20323835,918647,5008004,1151461,3312208,5228148,34698069,676585,2487675,2044409
2021-01-14,262062472,26107678,966555,35101291,20389156,969932,5012195,1134680,3272005,5424755,34501539,677527,2460524,2193376
2021-01-15,254478013,25245490,947238,37498702,19697594,1068858,4574544,1211402,3693946,5677162,35601453,631592,2388235,2257930
2021-01-16,259317903,25650641,1033377,39343711,20118394,941842,5606139,1157384,3509922,5455266,35166927,586191,2313183,2153159
2021-01-17,273076697,28933250,1216854,40674543,23566466,1040957,5487526,1128854,3276653,5963204,37671196,641721,2432634,2199678
2021-01-18,266916283,27644829,1095868,37577979,21036641,994614,5222807,1127898,3253216,5568257,36539729,697748,2404914,2141469
2021-01-19,258767982,26090120,1083638,36732368,21527491,1042889,4783854,1118940,3170812,5341503,35304352,671677,2356723,2140276
2021-01-20,273794103,26657164,1096708,36809840,21311248,1108415,4976023,1270509,3434380,5474558,35133357,683143,2378176,2176296
2021-01-21,264337619,25422395,1022725,37194980,20993885,1002956,4689255,1166880,3218458,5278287,34501513,663281,2352374,2125633
2021-01-22,256194693,25205931,1074161,37956212,20897664,995812,4566658,1258336,3554496,5217194,35333577,614168,2372346,2217492
2021-01-23,262495496,25803895,1077887,41659380,21405524,960022,6047247,1157884,3426061,5432210,35637702,563751,2394500,2175901
2021-01-24,281869303,28835884,1224427,43190416,24445537,989612,6003525,1109652,3287761,5596152,38471765,634609,2468433,2218323
2021-01-25,271585148,26654355,1102239,37051872,21743157,1043240,5159681,1125021,3328714,5104730,36354365,714722,2478568,2131252
2021-01-26,261130174,25766777,1127604,37614681,20579020,940858,4489950,1172867,3332843,5056563,35662120,691680,2511539,2114958
2021-01-27,256264822,26026540,1477537,38056134,21798237,1089144,4762351,1427371,3826226,5808605,34641607,665873,2665070,2331544
2021-01-28,251538206,24608746,1071182,37248441,20339053,893055,4365366,1114428,3109751,5251876,34693681,978193,2362016,2061890
2021-01-29,249425389,24508739,1015207,36661667,19287046,1114753,4101016,1148812,3546984,5256834,33937824,593096,2357642,2012558
2021-01-30,257635886,25311955,954984,39815988,19785845,899286,5027841,1063452,3424745,5451699,34946462,565739,2337678,2041228
2021-01-31,272788406,28116617,1199472,40284682,23158625,1196049,4824672,1071226,3229932,5597612,36455804,621903,2445752,2100909
2021-02-01,271475405,26785973,1104831,37439965,20333576,1071456,4248034,1188378,3345047,5359863,34571036,682909,2434386,2089454
2021-02-02,258419789,26311104,1091429,36778147,19720309,964261,4029979,1157384,3211237,5164238,35162294,685621,2447349,2087010
2021-02-03,253032722,26333104,1048595,35586252,20861047,889733,3989286,1129435,3182124,5748710,33611131,674688,2373569,2014620
2021-02-04,251784646,24918368,996082,35194133,19255124,902372,3949635,1111444,3824089,4940523,32736932,689781,3028627,2069280
2021-02-05,249671572,24576689,1506620,35593325,18272189,960598,3931698,1843678,3371868,5198835,33868511,593343,2349842,2636969
2021-02-06,256964166,25878762,917809,39359854,18870720,1400551,5393693,1165489,3756070,5206347,33938204,1197093,2331718,2043151
2021-02-07,276769474,28872197,1084314,40813788,23705786,1129100,4678330,1078413,3300311,5119272,37085065,645149,2400332,2144427
2021-02-08,274131465,27118764,1056026,36990887,20548442,974580,4116922,1126434,3303755,5165888,35091030,681895,2378809,2122554
2021-02-09,255539073,25266524,1051886,35924129,19457836,953478,3939219,1095274,3139672,5064219,33662019,696718,2383588,2063025
2021-02-10,250369643,25052727,1033047,35482905,19839415,941425,3972779,1065232,3078549,5088965,32673933,657355,2213505,2002478
2021-02-11,250989547,24314891,1076405,42476205,18704493,904416,3968302,1076158,3022978,5077683,32358739,638795,2172765,2020430
2021-02-12,246949482,24712005,949925,37108832,19717396,895012,3901487,1130352,3585902,5029499,32424842,547754,2270964,1944282
2021-02-13,254568443,24539593,980487,38517793,19797054,868937,4838779,1050887,3448236,4818353,32190427,523202,2483305,1944713
2021-02-14,271576666,27005021,1211475,40453483,20608718,1196897,4838895,1363766,3387543,5386863,35525163,792552,2658761,2167634
2021-02-15,265343250,26998519,1606297,37639791,19775198,2007884,5173173,2032934,4193187,6151658,35439200,1526581,2978959,2854095
2021-02-16,257603294,25791606,1488031,35686872,19521250,1572512,4860142,1957012,4367161,5688841,34461372,1393034,2717876,2709225
2021-02-17,255581911,25280469,1433582,35417111,19501695,1517859,5136439,1854399,4227124,5668871,34235752,1301183,2628372,2784830
2021-02-18,257401042,25280217,1357621,35898525,19111669,1202534,4507322,1451365,3508975,5488180,32750156,965595,2478473,2367861
2021-02-19,256601130,24400592,1197319,35315104,18373950,1197319,4453751,1447236,3840526,5309171,32758586,947623,2380943,2266397
2021-02-20,257535699,23893535,1570730,36961767,18764492,1152652,5172030,1485047,3936396,5074872,31441188,796723,2340303,2230256
2021-02-21,273132746,26087562,1722387,37597061,20891978,1199487,5025370,1640009,3516846,5500423,33332805,880476,2374497,2324683
2021-02-22,267265241,26492889,1305253,35357241,19741246,1165030,4636254,1259284,3378718,6375583,33682807,919931,2441334,2079957
2021-02-23,262096672,25327521,1170791,39041096,19851645,1007496,4206574,1148432,3188641,4759520,33807369,748585,2410416,2048039
2021-02-24,266729377,24853963,1165344,35923313,20132446,926329,4461582,1136070,3225503,4630409,32851605,696133,2469235,2055681
2021-02-25,261659386,24546757,1085637,34758541,19059271,885838,5876405,1087351,3074391,4934665,31846396,678850,2365630,1997196
2021-02-26,256920600,25643301,1057102,35534043,18355744,1005745,5593430,1219574,3384237,5122533,33597164,655222,2299632,2257468
2021-02-27,259847650,25383299,1289192,37537072,18792143,1009659,6612068,1187683,3711704,5368949,34394176,621355,2273246,2225002
2021-02-28,278794599,27424184,1337783,38577453,20659577,1066397,6592681,1179196,3268313,5647226,36610097,776963,2518156,2314175
2021-03-01,279082836,25914119,1182370,35616724,20132625,1019781,4792852,1147843,3192915,5375694,34113758,797816,2755238,2206516
2021-03-02,267750130,25536448,1188223,36384849,20698739,1019660,4250951,1163174,3108101,5136525,33347677,766913,2507130,2362806
2021-03-03,260434854,25387185,1091371,35088551,20330645,887678,4245980,1157813,3092618,5165604,32460228,700614,2539457,2100817
2021-03-04,259580313,25163235,1083194,34409179,20725987,939089,4365978,1151403,3065628,5329883,32744074,714875,2630058,2216422
2021-03-05,255811694,25877421,1021198,36155730,20606268,1011703,4152716,1188034,3271044,5279136,34080012,639747,2547521,2164568
2021-03-06,258299594,25549089,1087782,38230900,22965500,1100071,4392504,1152028,3791150,5456243,32615717,590958,2512903,2263664
2021-03-07,277597000,29055316,1251197,39041446,23565781,1046773,5036025,1164980,3542315,5938638,36914418,684985,2633448,2336380
2021-03-08,270131162,26868785,1088330,36201894,21082801,994348,4644661,1262943,3468195,5573682,34608335,759600,2724404,2340617
2021-03-09,261193066,25893204,1218062,34424868,21199081,935358,4480751,1278378,3408395,5591228,34219558,715390,2815858,2333889
2021-03-10,260647904,25783985,1183719,33401047,20879364,948453,4522399,1235527,3387630,5519505,32760087,680014,2729541,2280948
2021-03-11,257552228,25682391,1169759,35411059,20634839,997465,4748122,1210724,3465593,5353329,33157095,687017,2742466,2344600
2021-03-12,249963923,25320328,1152512,36849078,19454338,1035189,4188323,1276885,3573833,5467089,33442517,635365,2650791,2330331
2021-03-13,257070389,26525241,1112150,38874133,20119918,974714,4155975,1183741,4190541,5547299,34042235,527013,2500422,2274628
2021-03-14,276193446,29233496,1251589,38468115,22579927,938460,4881445,1191269,3543152,6019201,38937147,614763,2745306,2446836
2021-03-15,274577868,27611843,1495510,35114362,21472188,990649,4435882,1266060,3537051,5665784,35015213,671217,2799101,2535614
2021-03-16,262844409,26174741,1329222,35058967,21060330,866935,4515978,1250199,3156326,5875813,34328668,669712,2799509,2400942
2021-03-17,257679470,27096045,1387366,34109456,22003210,846142,4680120,1249280,3153675,6431357,34212809,699479,2769436,2407515
2021-03-18,255225631,26225739,1387490,33804404,22464602,875330,4769268,1199530,3167717,6002363,33595705,676608,2728917,2337304
2021-03-19,250353163,25401512,1271081,34324095,20709315,842435,4290972,1125788,3196732,5186883,33571065,585669,2579100,2279375
2021-03-20,251548712,24717910,1193951,36864964,22194087,848592,4939110,1021785,3415864,5186268,32714332,455863,2665882,2261995
2021-03-21,266635403,28352215,1415191,40954694,23784078,873908,5043138,1101535,3286136,5825487,37496220,552222,2799018,2305627
2021-03-22,263694102,26500087,1522527,35000132,21577547,899026,4640140,1134846,3143638,5340666,34182310,683545,2853259,2252555
2021-03-23,256129914,25278352,1431173,33489381,22142668,873143,4605723,1121199,3059136,4973645,32474038,685877,2832668,2253442
2021-03-24,259764553,25407090,1521877,35221375,21340680,840936,4621305,1224058,3094801,4837359,30876710,656110,2802709,2269071
2021-03-25,257742796,25479023,1407135,33609642,21193232,820259,5831783,1104428,3118912,4916807,30813144,597500,2766103,2209775
2021-03-26,250994570,25054877,1257769,33011655,19960419,824376,5654553,1120791,3420118,4911777,30393808,502468,2633198,2203115
2021-03-27,251791349,25280425,1075814,35121100,21117483,838620,5608709,1055431,3462522,5239323,33841427,422820,2742775,2158313
2021-03-28,271841464,26923643,1279193,38549191,22128339,998758,6159203,1101423,3487403,5496266,33628724,461032,2947807,2242742
2021-03-29,258710347,25573196,1433344,35380062,21184603,833015,5258157,1177529,3148820,4898569,30075301,500641,2982924,2524579
2021-03-30,247984197,24045851,1510743,33212979,20407955,701337,4634291,1040208,2857052,4550924,27485354,447382,2917226,2252538
2021-03-31,246876881,23107986,1365931,31440535,18690238,710766,4547034,1118399,2874442,4229352,26582010,454073,2765539,2127610
2021-04-01,242204639,22513610,1286398,31074947,17165073,859163,4781444,1293846,2813567,4806283,27905531,467896,2713569,2004417
2021-04-02,246570803,22698834,1307359,35238431,17140302,877752,4332111,1299340,3501540,5029659,36171723,464310,2624549,2185064
2021-04-03,248026184,23587473,1294386,37503367,19168641,815801,4849546,1187272,3361397,5156364,31866201,448337,2767152,2235704
2021-04-04,261887204,26062834,1443857,41069774,21019165,988831,5373046,1286021,3424681,5864887,36012568,463343,2862831,2376879
2021-04-05,269627727,28732657,1247496,35328836,21894242,909185,5018833,1104656,3345702,5849615,40838580,493526,2882461,2468795
2021-04-06,258830650,26754706,1395084,33377550,21459591,873518,4655514,1101994,2883662,5351779,33590460,613297,2894153,2295750
2021-04-07,253051318,26366266,1358344,32207498,20509998,854226,4457187,1125436,2863640,5434086,33326205,627174,2941569,2266940
2021-04-08,252078653,25604169,1318364,32219026,19589033,833842,4688335,1120578,2839058,5074350,32049476,621826,2876158,2200871
2021-04-09,264437692,27740198,1198718,34153918,20866936,1096477,4834380,1319150,3727033,5348758,34192569,597348,2725955,2542665
2021-04-10,261023232,28120260,991096,36092341,21675193,1016548,5939047,1069137,3429837,5835534,34957259,519743,2606011,2306777
2021-04-11,273210267,29998261,1163718,38042797,23866457,941066,6108470,1072468,3347513,5859363,37617892,610404,2815626,2186060
2021-04-12,263567778,26939428,1148012,34412449,21241936,859526,5102521,1148474,3077972,5151862,36240063,655384,3054335,2190615
2021-04-13,251577168,25229192,1337764,35406718,20978368,847136,4505410,1231451,2998215,4845553,33772250,657973,2976429,2144526
2021-04-14,248999178,25319920,1315100,34422848,19815107,790537,4806584,1110361,2904681,4832914,32662842,651463,2856186,2080415
2021-04-15,247343741,25300262,1194653,33586387,19638839,789980,4746107,1043865,2928652,4787128,31998402,651283,2829688,2027370
2021-04-16,246773689,25368745,1077853,34854319,19598528,802334,4705638,1071933,3586345,4775348,32706919,592262,2761241,2058554
2021-04-17,255909472,27344966,1123624,39450840,20827719,880657,5979364,953432,3192924,5059390,34884270,499437,2763974,1989504
2021-04-18,265673150,28724939,1252925,38906955,21877660,778425,5990609,899184,2874114,5078226,37850383,547414,2898241,2005852
2021-04-19,259093567,26450816,1093786,34924745,19339777,761108,5215432,980226,2778539,5041907,35777632,642297,3001557,2021455
2021-04-20,251934349,25784682,1056152,33837869,18647350,761306,4722250,1014099,2727841,4605117,33756904,631428,2950611,2059151
2021-04-21,248250449,25745140,983707,34110618,18490333,793449,4727502,1089274,2876376,4763817,32281999,639393,2864673,2026090
2021-04-22,248996614,24802809,967622,34363512,18626099,805110,4535332,1066433,3083569,4763755,32333428,624110,2860835,2081910
2021-04-23,246146441,24555134,928860,34237784,18389637,786817,4664763,1069067,3456403,4494917,30547875,499291,2724681,2213956
2021-04-24,247002347,24876648,877530,36356662,19293129,748545,5344822,959352,3226794,4597308,30015644,474288,2596901,2249038
2021-04-25,268214100,28464614,991096,39444836,20781347,832589,5645624,996163,3147174,5261592,34533584,581572,2739183,2424502
2021-04-26,271773591,29005380,987640,35201094,20079311,901678,4700395,1028936,2929499,4714115,34434827,661954,2892647,2267120
2021-04-27,251179325,26479739,1044839,34051351,19353949,808790,4379715,1041141,2813358,4658728,32082321,645830,2750402,2211820
2021-04-28,247957428,26720333,978982,34358046,19721654,795004,4256780,1022331,2839400,4498819,30887917,622179,2708462,2095710
2021-04-29,246335753,26366922,800886,40087638,18998174,787200,4225536,1018312,2868049,4904818,32226570,585224,2737366,2000216
2021-04-30,244133066,25867047,842644,35095386,17502631,772111,4853227,1006318,3276521,4781161,32021638,507265,2510569,2038237
2021-05-01,241571234,27629311,817916,37640402,20500634,737137,4841636,1057618,3100634,4738379,35137962,500928,2473096,2248141
2021-05-02,261331409,28611789,949608,40149267,19637154,802944,5360100,965424,2940351,5340164,37503581,511656,2616646,2216062
2021-05-03,265796283,25440215,1029113,40364036,18386376,812085,5143237,1068559,2915025,4726039,32822579,613482,2720853,2127023
2021-05-04,253752490,25843919,960019,42483388,18553191,832855,5126407,1081746,2995293,5788242,33374559,614624,2690313,2045815
2021-05-05,249045213,26411544,916222,44706216,18771581,825300,5168232,1076170,3060053,5274611,33018992,604363,2493691,2085501
2021-05-06,246542717,25589506,913537,37411347,18153041,780924,5305747,1008400,3007848,4805432,32523051,585644,2608667,2139687
2021-05-07,241501719,23537375,867807,40003398,17007798,755800,4853781,1023514,3359352,4463388,32128723,512285,2484917,2155107
2021-05-08,245609864,24023743,897132,40987555,16822928,721918,4730490,987402,3052776,4925754,29444742,398651,2407880,2032510
2021-05-09,257709600,26438125,1014390,39847209,17813018,713037,5255857,1103583,3178717,4653317,28864531,510980,2672257,2148991
2021-05-10,259011159,26463596,957759,36402808,18256717,766660,5234989,1078047,2881093,4785263,31491585,614914,2904422,2092977
2021-05-11,254104191,25670280,952659,36198088,19872990,804083,5364542,987355,2874050,4795431,32765321,627235,2790216,1911024
2021-05-12,249133264,23888848,1120358,36647194,18706675,779341,4971056,978320,2665490,4536478,32412827,606410,2793942,1844112
2021-05-13,245126249,25210233,1102029,37208431,18771867,836052,4452626,976151,2704656,4864979,35661077,615583,2799595,1892315
2021-05-14,242138967,24381724,943223,38687827,18481713,736896,4910510,925960,3132627,4827525,31416508,534533,2552832,1973616
2021-05-15,245551310,26811458,903918,41354707,18086330,830799,5039703,983382,3529142,5438836,34151505,428016,2538140,1958023
2021-05-16,265198176,29201567,1068820,42764480,20596385,847141,5871304,1058882,3191645,5773985,36196699,564245,2978039,2062854
2021-05-17,264217933,26606495,1077705,38331471,18658330,835731,4614817,1160358,2976876,5163346,33834009,649019,2932603,2100344
2021-05-18,255518068,25715000,991010,41613653,19320509,809105,4479424,1103474,2955203,5117203,32561334,619056,2698554,2061599
2021-05-19,249472249,24374280,1032521,41072900,18650962,780603,4209354,1022802,2843209,5008150,30877103,616358,2689370,2089836
2021-05-20,249008871,23637468,1078834,39058324,18358848,844988,4321861,1051580,2893576,4897132,30164708,591381,2871671,2139994
2021-05-21,242733202,22935237,865045,39153055,17366578,785223,4587560,1025066,3263863,4820721,29682220,506313,2658280,2121749
2021-05-22,245107542,24272438,884267,40222317,18724461,908761,4989785,1338285,3582975,5941939,30764788,452538,2530545,2491008
2021-05-23,262239190,25950082,971261,41142872,19455968,912040,5614767,1199717,3194699,5867748,35759219,548227,2854505,2186306
2021-05-24,264232410,28082549,975491,38042156,20751337,860064,4590403,1081158,2925721,5694668,37186295,605650,2912434,1985180
2021-05-25,253893012,24667125,920624,36301259,18681510,857958,4321533,1021532,2863722,4962008,32677391,623090,2877757,1936823
2021-05-26,248805853,24660181,929505,35725166,18896294,791308,4528121,1036874,2894270,4863212,31381999,603637,2893934,2014411
2021-05-27,243858031,23650909,933766,37779952,18956093,747499,4465885,914060,2820964,4709326,30762166,598683,2863561,1989697
2021-05-28,239911559,21824395,875205,38043094,17382827,790036,4316349,922272,2758360,4205906,29498231,515856,2647088,1858839
2021-05-29,242391740,21912442,862972,40186520,18213885,716430,5275399,836691,2633780,4351911,28737618,434890,2600447,1888227
2021-05-30,256508556,23954969,1058120,40837373,19692544,678790,5711153,855201,2552361,4479236,31719785,522674,2910658,1841665
2021-05-31,259973674,23472792,1019363,36856496,18728866,681756,4810295,899883,2611238,4351270,29537201,612047,2998801,1808936
2021-06-01,251571322,22996750,958280,35383627,17583295,688116,4060662,884192,2575647,4140068,28183893,597682,2840719,1655237
2021-06-02,245552172,23602629,883592,36213376,19127033,717035,4098451,844778,2497240,4141946,27970667,566064,2753979,1609674
2021-06-03,244792510,22896099,870402,36695351,16940287,688806,4085684,833207,2415718,4411971,30764539,560175,2864091,1626686
2021-06-04,239700509,22478080,777953,40742585,16149587,663748,4126108,850247,2474710,4305288,28067682,494281,2650448,1546474
2021-06-05,232028594,22404116,767132,39140494,16823190,745022,4216131,819166,2466883,4882074,30469488,424659,2736130,1661513
2021-06-06,251357152,24452521,1005917,41612935,19001978,797626,5022526,888768,2629439,4875702,35765502,487974,3012878,1914904
2021-06-07,249527525,23560614,956064,38161915,17549422,739687,4354855,881147,2445218,4407369,31600598,576655,3006766,1699104
2021-06-08,238171926,22320745,922171,37256743,16678760,689182,4030166,837166,2324200,4332664,29454504,547425,2993016,1690529
2021-06-09,235660160,21758945,915050,36247790,16331797,687362,4118248,781717,2304208,4286210,28682099,538756,2972097,1610683
2021-06-10,232851129,20852297,916782,35734459,16248693,680265,4086039,814937,2225866,4245334,28029290,520462,3024506,1620335
2021-06-11,230367968,20975050,844595,38263097,15802705,728056,4045002,926919,2401308,4318812,27186063,451141,2796243,1640747
2021-06-12,230696337,20602965,812583,39758933,15446842,915106,3984891,950133,2922881,4639393,27652505,378761,2666854,2128678
2021-06-13,245585248,23172362,1065142,41271430,16961096,822574,5026816,956756,2644721,4952668,30803619,452187,2902484,2068691
2021-06-14,244969825,22401181,984418,40505220,16505939,804268,4385456,916084,2658434,4587391,28446389,576564,3024223,1834333
2021-06-15,235077243,21512930,909055,37786605,16125115,758629,4191991,813291,2364215,4558242,28251755,478432,2983880,1797380
2021-06-16,230568867,20911320,835557,37795194,16174158,711607,4303042,790805,2241721,4284351,27164450,447899,2864499,1703385
2021-06-17,230652740,20539775,811928,37408313,15699531,732701,3989463,770267,2265153,4560909,27228287,443640,2763996,1676260
2021-06-18,228232663,20243332,742314,36936475,15260796,660632,3845179,798252,2475260,4243874,26334462,379106,2543210,1597324
2021-06-19,229780069,20451180,748392,40081737,15066990,680124,4047872,872580,2659299,4491954,25909798,363231,2372905,1726855
2021-06-20,239101934,22877380,844533,39069514,17231049,791644,4399797,878463,2634486,4818841,31082174,396245,2543145,1785459
2021-06-21,237445277,22241762,803591,35973250,15849907,899849,3883956,835494,2593909,5313647,29930101,363994,2590344,1748113
2021-06-22,229981097,21462500,771067,36463525,15346247,710800,3743626,768188,2386013,4462299,29473894,330209,2505620,1628180
2021-06-23,227379959,21333761,732301,36010855,15120537,692104,4028868,771017,2509939,4303821,28781509,347430,2528264,1694798
2021-06-24,225569411,20578124,745140,35771599,14810068,601154,3746533,711019,2299794,4001627,28342487,347537,2479486,1629883
2021-06-25,221544637,19801759,745416,35960687,14057170,618649,3615721,739053,2564650,4103061,27269601,330339,2325882,1775649
2021-06-26,224198268,19913092,739863,37634100,14458657,818121,3493093,825696,2882679,4009514,25473965,330207,2243426,1924225
2021-06-27,240536642,22922768,864153,40338330,16306412,816074,4101822,868264,2868254,4521907,29324707,356478,2380856,1959074
2021-06-28,241066177,21953378,849099,36679162,15656611,649326,3508795,788091,2440523,4446619,28793734,341130,2453706,1761897
2021-06-29,240353525,20797913,761925,35997562,15382402,693827,3509774,812184,2681571,4331688,28715379,332163,2446894,1740369
2021-06-30,236160897,20038124,717581,34903388,14599058,641753,3372459,703124,2366124,4264877,28724881,315128,2356839,1719662
2021-07-01,243319973,19704705,718871,35556916,14465729,626455,3542022,733982,2430880,4154681,27830573,306049,2543916,1633461
2021-07-02,238255723,19440411,688774,36802693,14209851,686532,3674651,786429,2495637,4000386,26287707,309780,2408254,1674236
2021-07-03,243640036,19657939,707537,38646766,14612537,839614,4218407,810013,2565773,4080341,24838007,318505,2506103,1698189
2021-07-04,251372887,22337699,786743,40429707,16921433,743788,4435487,879524,2609665,4767415,30359284,337360,2622978,1815812
2021-07-05,251831464,21149446,717085,36690841,16867347,728296,4259694,788959,2565634,4379015,29745783,343698,2708540,1732846
2021-07-06,257965249,21810628,735965,36280118,16131575,810856,4434263,878224,2668772,4727225,29257820,357256,2721059,1849569
2021-07-07,257292038,21291135,731716,35778970,16448648,866550,4157043,900285,2716731,4402134,28119051,336545,2687726,1820844
2021-07-08,242457229,20061931,702517,36095543,15652406,729415,3329937,801318,2426360,3903920,27336702,323547,2688048,1806691
2021-07-09,234920122,19248416,700255,36438678,14909451,707728,3215819,826127,2593194,3855497,27548741,318844,2484756,1762083
