date,en,fr,sr,ja,it,da,tr,no,sv,nl,de,ca,ko,fi
2021-07-10,237552659,19595386,692044,37296285,14858765,763463,3354956,921422,2984282,4253790,25937070,324469,2406159,1821388
2021-07-11,260381327,22899440,826537,39244006,17478130,865739,3886976,977976,3063681,4974716,31522454,365031,2704760,2067036
2021-07-12,248057879,21216055,730735,36361338,17243716,692379,3373128,754091,2492654,4253739,27626114,341869,2821207,1760844
2021-07-13,240621507,20710222,715608,35934012,16858805,669069,3281621,777058,2504303,4268651,28711315,335070,2854380,1787386
2021-07-14,235880462,22623063,708450,35754254,15566834,665995,3230969,773392,2480042,4197425,27832967,319382,2765769,1725541
2021-07-15,231664442,20075625,697439,34572000,15338679,673834,3177563,792024,2446741,4555249,26255869,331217,2679149,1769766
2021-07-16,228387427,19827947,729700,35196906,15835446,671507,3085538,833661,2548644,4101423,25746657,365374,2534864,1768917
2021-07-17,230876774,19164735,751790,36991092,15743743,700265,3089017,909566,2721127,3827932,25277257,334843,2419192,1855382
2021-07-18,245048049,21067852,830806,37751282,16851981,842114,3253101,1022419,2843190,4253951,27792276,369531,2576343,1995986
2021-07-19,241839170,20472847,759012,35181690,15770357,729854,3107670,813066,2586863,4070374,27698414,344621,2627701,1855410
2021-07-20,239169082,19427333,750254,34544028,15840448,770633,2883444,877034,2605900,3957844,26560436,357950,2619991,1930607
2021-07-21,236014358,19733901,716993,33390285,15100976,756795,3097834,812412,2537171,4136493,25997569,333878,2604645,1887713
2021-07-22,240940074,20045594,682045,36742133,14970393,751781,3285902,908849,2568715,3988889,25595409,328466,2560228,1875065
2021-07-23,242108155,20620285,686322,36907163,14416458,735791,3417179,840315,2640377,4140221,25467055,343566,2581550,1941574
2021-07-24,240319973,20423736,663513,36160356,14903522,718427,3512705,840935,2694240,4416665,26002869,319012,2561133,1871362
2021-07-25,255532796,23041677,738252,37284005,17370836,823893,3909361,891038,2708382,4847498,29812651,359061,2903454,1993496
2021-07-26,253232799,21642393,708939,34271093,15945059,761105,3379943,827940,2591243,4398905,28382879,365641,2730690,1858571
2021-07-27,248085366,21710093,751196,35157731,15945138,745762,3593813,928549,2661246,4375583,27508340,347007,2811452,1854081
2021-07-28,245496837,21074633,731190,33465033,15541499,784884,3367010,889478,2645689,4387948,27558321,331224,2682486,1989983
2021-07-29,243109015,20346134,739177,34302520,15392694,782685,3486040,929555,2716653,4217849,26227953,316763,2709860,1995405
2021-07-30,241000297,20464795,696756,34026416,14697838,757904,3342094,848777,2752158,5566574,25545849,304649,2699927,1951598
2021-07-31,238120620,20392659,673995,35002903,15424996,773265,3673423,916451,2990128,4673211,26335154,333341,2575854,1931540
2021-08-01,254253922,22839705,775744,35536775,19787677,850540,3733565,979382,2937660,5153696,31492693,366113,2682006,2076400
2021-08-02,249641760,21308614,732813,33328461,16996605,844070,3534245,805876,2749013,4564156,28336229,339397,2764143,1890032
2021-08-03,241933312,21728168,724750,33303607,16577389,749999,3442645,862425,2775573,4408077,27826500,331804,2737425,1937622
2021-08-04,240022430,21763255,814233,32881522,16187119,719106,3622856,830034,2597097,4422226,26946855,348990,2732401,1802010
2021-08-05,240401253,21360282,755946,32566865,15574584,736012,3485196,811886,2532646,4481193,26700341,333134,2573741,1781376
2021-08-06,237805127,20983676,736133,33823102,15814785,716190,3595343,832726,2748437,4668794,26684611,328125,2553427,1779009
2021-08-07,248484389,22288291,749112,36391453,15586382,843744,3681584,960124,3073632,4746781,27036538,341568,2525124,2080575
2021-08-08,263971145,22994021,899311,39658997,16943359,798521,3788320,929221,3022136,5384010,31080201,365496,2777305,2163822
2021-08-09,246886919,21241884,779433,39353698,15514855,716383,3472664,781084,2729798,4818932,28047112,352658,2662703,1867188
2021-08-10,238142092,20674146,782407,35860330,15593469,717685,3442484,796998,2835432,4465673,26910296,341991,2565297,1796128
2021-08-11,235324796,20253014,742613,37114527,15544193,703882,3449549,755971,2664141,4089688,25663708,336934,2501819,1782814
2021-08-12,232569911,20110183,756761,38221376,15562280,713454,3548268,767909,2521605,4053310,25320958,332791,2514491,1793354
2021-08-13,230358118,20255208,745181,40775271,15869693,764834,3407717,873491,2719120,4189009,25760479,357942,2443326,1800064
2021-08-14,232005092,19768341,741011,43632349,15514715,742373,3492808,882832,2948714,4200937,24934684,322411,2453067,1966790
2021-08-15,250301019,22895449,820107,43710156,16434700,801099,4033065,909643,2923344,4770366,30449863,341440,2641317,2128245
2021-08-16,248811592,22484134,797718,39993799,17322006,832482,4098474,745861,2659099,4734445,30014924,340185,2731245,1996805
2021-08-17,242183910,22190810,811602,37489827,17132513,785518,4147255,751411,2742020,4604718,28823478,348124,2731639,2030265
2021-08-18,238506599,21681371,798293,36157958,16525014,789914,4216749,780234,2559711,4430731,27522669,379800,2755572,1987394
2021-08-19,240868818,21773489,910423,38463120,16486784,807547,4359566,847583,2554101,4365327,26991356,474261,2809918,2113292
2021-08-20,237249892,21189254,860472,39213247,16452925,791036,4179206,890237,2721959,4229763,26292500,480753,2683687,2067383
2021-08-21,238676965,21018901,828292,40638806,16409985,727871,3576125,854319,2805590,4061490,24470138,429371,2696734,2078602
2021-08-22,247950880,23676056,833566,42471722,17417410,693242,3711250,805670,2694548,5067390,31187264,368209,2643291,2067102
2021-08-23,243264239,22235016,814670,37461873,16827492,701353,3476654,791687,2487310,4183915,28665227,369274,2731369,1941589
2021-08-24,240000689,21869223,832881,38441616,17434737,694984,3590057,843266,2544695,4038138,27734003,365731,2788963,1922168
2021-08-25,235784718,21097643,925464,36203643,17269559,731447,3598243,816892,2557883,4083459,26672661,363973,2676155,1993264
2021-08-26,234146187,21135943,825794,35515131,17076023,709777,3672368,822486,2658587,4151345,27362251,348571,2627217,1909999
2021-08-27,232569986,20789347,839776,37594590,16926106,703648,3594478,884406,2818721,4102360,27489026,349948,2585606,1933225
2021-08-28,233546365,20563948,848346,39911101,16792861,714813,3634889,809488,2883869,4240528,27383843,350472,2417418,1913094
2021-08-29,252084967,22499791,915168,40886421,17746351,714389,3963405,814179,2712366,4869190,30883862,366344,2560139,2054410
2021-08-30,248667495,21375830,785008,36232482,17113054,727136,3900486,867796,2584966,4272505,28974581,407636,2661959,1959140
2021-08-31,239193347,20486158,774834,34836627,17695053,698950,3922843,882847,2551752,4079820,27107666,411976,2683460,1926004
2021-09-01,232051795,19960365,782127,34547649,16431459,695797,3635578,883395,2558459,4082740,25368920,343164,2680535,1892045
2021-09-02,231362039,19421777,833796,35623072,16496547,673390,3602616,855103,2675126,3990755,25615210,347748,2773998,1930357
2021-09-03,227212249,19430488,810766,37829391,16346402,672669,3527097,900323,2805849,3759699,24794501,335969,2587638,1919045
2021-09-04,230842217,20291852,842809,39947115,16920323,691118,3898605,922682,2699587,3853409,24442817,342131,2421858,1963887
2021-09-05,243056961,21718495,958266,39296256,17862071,745748,3716264,864263,2813405,4167815,28454054,360395,2626514,2035996
2021-09-06,248615989,23208649,921811,37751576,17023232,737494,3267033,895649,2689894,4159079,27907200,361299,2751233,1912367
2021-09-07,241286972,22391070,931839,36645049,16920092,743528,3435088,952740,2676764,4107727,26652600,360870,2846191,1921982
2021-09-08,236389566,21810291,933099,36488676,16659411,706733,3433260,881285,2696608,3981713,26082273,372013,2802749,1924877
2021-09-09,234442140,22367311,908590,36900346,16589548,690824,3613381,873546,2672934,4166880,25939495,369448,2769938,1933026
2021-09-10,230287252,22214190,826552,36999827,15951775,781831,3408051,922736,2809303,4334034,26903342,350578,2616700,1905832
2021-09-11,237448970,21942212,859400,39606590,16294161,787096,3704300,956906,2952443,4420349,27527923,398476,2505253,2135841
2021-09-12,250758922,23983876,979567,41428581,17606432,800732,4013418,921861,3028099,4557145,29256151,379631,2698847,2186046
2021-09-13,242660776,21939258,952946,37567141,15774680,753350,3513698,1158475,2768227,4355073,27723212,360232,2779483,2022621
2021-09-14,237524290,21913413,958824,37202189,15675192,728294,3632359,1042590,2733260,4279015,26794501,406385,2825751,1974154
2021-09-15,234417314,22330457,972576,35511048,15627550,752223,3519297,930614,2693018,4373606,28059136,434099,2735730,1972366
2021-09-16,233075293,21437366,973833,35448087,15684620,737404,3743261,905269,2786701,4389561,27849430,478137,2678423,1920700
2021-09-17,226854929,20381661,944943,37825396,15171121,791396,3433239,938411,2985671,4188882,26621006,432381,2419944,1873596
2021-09-18,224816293,21039804,902785,40311572,15408436,736341,3697274,864886,2828995,3931955,25393736,396680,2197386,1913838
2021-09-19,242287575,23972725,1041002,39063580,18203401,794063,4018886,892531,2850739,4475248,29578920,459927,2295994,2055156
2021-09-20,243387548,22562409,1059544,40209996,16172280,757770,3557128,891785,2704845,4329752,28379298,540309,2312887,1969955
2021-09-21,238773692,21355926,1037593,35525480,15497300,762376,3617262,900478,2699186,4256631,27230166,557716,2495782,1912515
2021-09-22,234399090,21376816,991859,36501841,15174950,707258,3596128,860592,2650862,4255555,26689281,529233,2688401,1884214
2021-09-23,229570706,20691425,961593,37915135,15023521,737339,3589967,851546,2714225,4381433,26341525,525766,2705149,1922202
2021-09-24,224496798,20243990,823961,36724535,14464098,749868,3330178,926228,2722535,4303572,25909886,457520,2563968,1886547
2021-09-25,226104613,21204167,838354,38017802,15712941,718272,3619170,784251,2670735,3990894,25670222,398393,2479034,1998457
2021-09-26,240208645,24852733,1006444,40345476,17759525,756590,3919140,950010,2704988,4401161,30198168,466970,2719116,1975718
2021-09-27,242259557,22715049,1043462,35617479,16057554,787329,3609666,907912,2697428,4541605,30015405,585075,2833339,1936770
2021-09-28,235890758,21361825,1037441,34725733,15385375,727108,3558038,876300,2676242,4235429,28273834,567066,2793373,1872295
2021-09-29,230932444,21659435,1001474,36706988,15157893,727146,3602474,863500,2646113,4328784,28074659,566380,2786399,1827459
2021-09-30,228741500,20635272,1000101,35575869,15076053,710198,3544757,848264,2665867,4183183,26666417,551669,2660688,1862167
2021-10-01,222219555,20743598,876080,36878432,14485654,733864,3381300,902604,2703259,4326605,25543989,500755,2480422,1841022
2021-10-02,224971498,21462829,849643,37066499,15216125,693625,3647707,812979,2731387,4390991,26150222,405150,2367258,1898220
2021-10-03,239021222,25683682,958540,39170333,17111529,764270,3819886,884241,2946840,4932520,31137082,503714,2541792,1946728
2021-10-04,240968759,23358357,949981,37341028,16613758,755486,3525100,833961,2958146,4437371,29605696,599094,2760946,1980672
2021-10-05,231634925,22044255,938426,36947559,16070654,727072,3491696,815354,2707610,4297184,28275943,565451,2731299,1895697
2021-10-06,229635612,21974568,980720,36451290,15908483,707356,3672548,814922,2696011,4357870,27928724,574821,2750430,1875666
2021-10-07,228367389,21490023,988700,35636544,15540199,699199,3584568,826975,2686634,4184721,26975747,566882,2704929,1940764
2021-10-08,223836021,20749735,917808,35477837,15012024,756486,3437055,897365,2857041,4114650,26015843,476259,2527273,1940767
2021-10-09,224397541,20867835,1022794,37786138,15375956,739449,3716479,865068,2830154,3970526,25491376,398034,2428167,1962098
2021-10-10,239658032,24656074,1243627,39271980,17313075,758131,4085392,889254,2793023,4438931,29479532,451378,2605617,2030102
2021-10-11,238150004,22715365,1111241,36586443,15917165,737347,3679537,939651,2738749,4538210,28928804,460924,2710984,1992985
2021-10-12,233554195,22188815,1041378,36245881,15834784,742154,3678656,819356,2746266,4361377,28338508,510977,2694324,1911757
2021-10-13,228652951,22098947,1019000,35629519,15319374,714998,3702533,869807,2662277,4281287,27322196,583114,2655034,1871130
2021-10-14,226903482,21217685,1076318,34930291,15129674,694003,3637744,946469,2692040,4192582,27047222,572604,2653025,1867107
2021-10-15,222833397,20535370,952882,35255898,14292762,675423,3356275,891632,2758255,4326512,26294690,497364,2482030,1883869
2021-10-16,224267684,20933348,983516,36713997,14488582,748973,3706038,840315,2857670,4096585,26984583,415728,2370048,1870803
2021-10-17,241430173,24060641,1046478,37768039,16511618,759327,4072756,840727,2747724,4611153,30169631,509479,2571139,1896792
2021-10-18,240911602,22583704,978743,34065492,15710169,729857,3719175,856970,2697044,4354854,28502297,598759,2719362,1797659
2021-10-19,232410878,21758223,957538,34688825,15599253,712369,3751574,875109,2711680,4360038,28367292,590436,2798091,1767486
2021-10-20,228111091,22655757,964712,34011768,15650521,717228,3693503,858469,2712662,4295282,27663238,583203,2863300,1845997
2021-10-21,227581155,21640723,913015,33371308,15400736,713757,3623985,912737,2732725,4286272,27526315,575149,2862835,1804103
2021-10-22,226980184,20751328,880982,34399189,15158214,757938,3598159,946113,3377280,4733874,28120214,506463,2530282,1889667
2021-10-23,223593044,20526070,958643,33962137,15207371,720475,3897320,844714,2883345,4341401,27409639,408825,2349909,1976720
2021-10-24,237338830,22895525,1027208,35566880,16976936,764542,4332850,866153,2843570,4412799,30650517,496862,2622152,1999898
2021-10-25,239354735,22915033,1062938,35528264,16549257,751694,4169290,891242,3766003,4362393,28802411,691701,2741282,1931911
2021-10-26,237093806,23340723,2339040,34477713,15958030,732608,3750038,884690,5668108,4483477,30210104,584201,2832139,1941922
2021-10-27,231659926,22757645,2295166,34948236,15507468,748412,3743386,864441,4269159,4757377,28643964,555632,2713608,1909347
2021-10-28,230242178,22322337,1114977,34003134,15680380,729990,3728401,895420,5333037,4646777,27949452,522898,2629732,1915530
2021-10-29,229318891,21535721,867703,33730530,15212698,715244,4946669,914994,4503395,4801534,26997397,1429963,2462567,1884108
2021-10-30,224974818,22084492,1155798,35212215,15629446,698651,4036240,1155884,2895679,4911609,26793488,393906,3161115,2406872
2021-10-31,236539051,24478681,3222349,37965155,17296486,1180864,4510604,1334879,2819807,5421229,30383909,427548,2937421,2309874
2021-11-01,233486581,25082108,998577,34744885,19168051,744423,4024334,913215,2555083,4543436,31959357,516286,2637906,1951683
2021-11-02,240450844,23253883,1011363,35065067,16177181,734284,4023403,904352,2512135,4196296,28846633,582007,2649251,1923663
2021-11-03,228826381,23220239,979546,36252941,16588316,733019,3964523,877730,2483096,4109219,28026992,571179,2618492,1938336
2021-11-04,221536360,22601640,956860,34022209,15845569,714636,3870787,867581,2455161,4078355,27613201,545796,2611216,1910778
2021-11-05,218316160,21717886,885750,32899075,15165144,715695,3729941,882481,3283267,4575092,26779686,482132,2348772,1996775
2021-11-06,216470723,22583544,1072808,34762187,16030565,741887,3901807,1018970,3186428,4636900,28673939,396124,2211518,1989437
2021-11-07,236055213,26911306,2188151,35737647,18001114,813070,4438780,921004,3397816,5025484,31865682,675568,2627588,1998010
2021-11-08,233315372,23449699,2225575,34282874,16880462,743233,4321822,915505,3688028,4753565,28559967,578792,2670244,2187366
2021-11-09,226730666,22391701,2147806,34444302,16394544,780585,4213686,972407,2937127,4503585,27910519,679760,2688092,2038766
2021-11-10,221894902,22263334,1730389,33756485,16531273,757238,4231467,1056204,2673243,4214802,27510931,579078,2484356,2437703
2021-11-11,221889887,26470189,1005148,35273458,16303928,716964,3881942,1207750,2737415,4270651,27974968,567398,2538804,2118487
2021-11-12,219973446,23662369,981418,33971102,15527745,764737,3802464,1505320,2867421,4330689,27596120,494253,2381316,1951527
2021-11-13,221105728,24999167,944484,34349838,15885466,756775,4335274,1171246,2969391,4509406,28503027,406806,2219996,1916592
